,sentiments,user,tweet,hashtag,player
155,NEGATIVE,evanlian_,@AWildBriz tryna deflect all the heat to the other catfish in the game 🤣 @_johnfranklin_ #TheCircleNetflix #thecircle https://t.co/av5skaljgf,"['TheCircleNetflix', 'thecircle']",set()
156,NEGATIVE,AdoreMy_Essence,I don’t know what a vulva hug means either 😂 #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
157,NEGATIVE,ShahLatona,"Now I’m waiting for next Wednesday to come because #TheCircle is clearly bringing the drama! I would send both Alyssa and Carol/Josh home! Wait, his name is John, I’ve been saying his name wrong this whole time!",['TheCircle'],{'playerf'}
158,NEGATIVE,AdoreMy_Essence,Why are they making it seem like 22yr olds don’t have any sense at all. When I was 22yrs old I was fresh out of college and I definitely knew a lot. The cast is making it seem like 22 yr olds are the next 15 yr olds 🤨 #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",set()
159,NEGATIVE,t3rr3z,Not the real trevor being on #TheCircle,['TheCircle'],set()
160,NEGATIVE,FatoumataM,now why is Trevor here… #TheCircle,['TheCircle'],set()
161,NEGATIVE,ThatShaneWilson,"I really wanted to like Frank, but I swear this dude is a human screensaver. 

Like, he’s fun to watch, but there is just nothing really HAPPENING with him. 

#TheCircleNetflix #TheCircle4 #TheCircle https://t.co/rlxRXVFk9S","['TheCircleNetflix', 'TheCircle4', 'TheCircle']",set()
162,NEGATIVE,___jdbeauty,I reallly hope they blocked Carol chile #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playerfour'}
163,POSITIVE,dezitex,Carissa and Frank are probably my faves so far. #TheCircle,['TheCircle'],{'playeron'}
164,NEGATIVE,Those_Vibes,"#TheCircle Who Should Stay, Go &amp; Win…
Alyssa: Stay (not win tho), Frank: should win, Yu Ling: make it to the final/win, Bru: sweet guy but he’s not  strategic at all, he needs to go, Carol: NEEDS TO GO, Nathan: Respect his game fr but the catfish needs to go, Rachel: should stay",['TheCircle'],{'playertwo'}
165,POSITIVE,estherbenii,"Like I just called an elderly woman and she used ma to finish me🥹like she is not even begging for favors o,Just full of so much courtesy😍#TheCircle #JesusisGod","['TheCircle', 'JesusisGod']",set()
166,POSITIVE,decider,"""I was angry. I was angry. I was upset. I was bummed out. I had a feeling but I was like, man, Yu Ling. Please, please save me."" #TheCircle player Crissa Jackson opens up about that face-to-face blocking: https://t.co/EwpUht4DOo https://t.co/LTQevxYyAT",['TheCircle'],"{'playertwo', 'playerthr'}"
167,NEGATIVE,Those_Vibes,"(1) Honestly I genuinely think Alyssa just didn’t like Crissa and that’s why she blocked her. It would have been WAY more logical to block Carol someone Alyssa AND Yu Ling suspected of being a catfish and lying, who is considered really strategic and is rated high #TheCircle",['TheCircle'],"{'playertwo', 'playerf', 'playerfour', 'playerthr'}"
168,POSITIVE,CalebHunton,Glad these guys have all made it to the no new players mark! Such a big milestone for them. #TheCircle,['TheCircle'],set()
169,NEGATIVE,CalebHunton,Emerson isn’t winning and Nathan isn’t winning… calling it now #TheCircle,['TheCircle'],"{'playerten', 'playerelven'}"
170,NEGATIVE,CalebHunton,This feels soon to close off all new players.  #TheCircle,['TheCircle'],set()
171,POSITIVE,CalebHunton,Frank is the best😂😂 #TheCircle,['TheCircle'],{'playeron'}
172,POSITIVE,CalebHunton,Yu ling really went there😂😂 #TheCircle,['TheCircle'],{'playertwo'}
173,NEGATIVE,CalebHunton,Nathan is playing to much into the douche card lol #TheCircle,['TheCircle'],{'playerten'}
174,NEGATIVE,CalebHunton,Yu asked a weird question lol #TheCircle,['TheCircle'],{'playertwo'}
175,POSITIVE,CalebHunton,"Eversen should just be happy to be there, he ain’t lasting long 😂😂 #TheCircle",['TheCircle'],set()
176,NEGATIVE,CalebHunton,Rachel’s reaction to eversons pic😂😂 #TheCircle,['TheCircle'],set()
177,POSITIVE,CalebHunton,Imani is off to a great start with this party!  #TheCircle,['TheCircle'],set()
178,NEGATIVE,CalebHunton,Emerson shoulda known ain’t no one goin to his party lol #TheCircle,['TheCircle'],{'playerelven'}
179,POSITIVE,CalebHunton,Bru is dressed more rave style than under the sea style 😂😂 #TheCircle,['TheCircle'],{'playersix'}
180,POSITIVE,CalebHunton,This really is an important decision.  #TheCircle,['TheCircle'],set()
181,NEGATIVE,CalebHunton,Both parties suck  #TheCircle,['TheCircle'],set()
182,POSITIVE,CalebHunton,#TheCircle throws really good self parties lol,['TheCircle'],set()
183,NEGATIVE,CalebHunton,"I hope the  #TheCircle told Emerson to play up being obsessed with tropical stuff, this man is weirdly obsessed",['TheCircle'],{'playerelven'}
184,NEGATIVE,CalebHunton,Nathan shoulda tried to make things with Rachel much sooner than he did… I don’t love this from him. #TheCircle,['TheCircle'],{'playerten'}
185,NEGATIVE,CalebHunton,Trevor would throw 🔥 parties I bet  #TheCircle,['TheCircle'],set()
186,POSITIVE,CalebHunton,I’d party with you Trevor!  #TheCircle,['TheCircle'],set()
187,POSITIVE,paulsfifthvote,Only seen a bit of the first episode of #TheCircle so far but apparently my boy John is playing a messy but good game and I love that for him #TeamJohn #TeamCarol,"['TheCircle', 'TeamJohn', 'TeamCarol']",{'playerfour'}
188,NEGATIVE,CalebHunton,They would give Emerson the under the sea option.  #TheCircle,['TheCircle'],{'playerelven'}
189,NEGATIVE,CalebHunton,The circle had virtual parties before  it was cool. #TheCircle,['TheCircle'],set()
190,POSITIVE,CalebHunton,Emerson is gonna be funny to watch 😂😂 #TheCircle,['TheCircle'],{'playerelven'}
191,POSITIVE,CalebHunton,"Trevor! Your wife is a queen, don’t you flirt around.  #TheCircle",['TheCircle'],set()
192,NEGATIVE,CalebHunton,I want Trevor to win but he’s at a severe disadvantage coming in late to the game. #TheCircle,['TheCircle'],set()
193,NEGATIVE,kmurtt,The most concerning thing about #TheCircle is that Alyssa has her puzzle peices thrown on the couch,['TheCircle'],{'playerf'}
194,NEGATIVE,ScrawnyRhino,Ooooooh! Yu Ling came for Carols throat #thecircle #TheCircleNetflix,"['thecircle', 'TheCircleNetflix']",{'playertwo'}
195,NEGATIVE,ScrawnyRhino,Omg this question to Frank was just downright rude. His response though was spot on #theCircle #TheCircleNetflix,"['theCircle', 'TheCircleNetflix']",{'playeron'}
196,POSITIVE,ScrawnyRhino,Oh I love anonymous mode! It makes everyone feel safe to get messy #theCircle #TheCircleNetflix,"['theCircle', 'TheCircleNetflix']",set()
197,NEGATIVE,ScrawnyRhino,Security breach #TheCircleNetflix #TheCircle https://t.co/v49sQLqJuE,"['TheCircleNetflix', 'TheCircle']",set()
198,NEGATIVE,goat_division,"Gosh I can’t stand Parker, don’t think I have ever seen such a dim and bland person on this show 🤦‍♀️ Imagine telling the world how boring you are in the first 30 seconds of introducing yourself lol

#TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']",set()
199,NEGATIVE,tammy_troche,@jillsteet05 Omg the dramatic ending of episode 8 whose going Carol or Alyssa is crazy!!! I can't wait until the 18th! #TheCircle,['TheCircle'],"{'playerf', 'playerfour'}"
200,POSITIVE,BFBSRadioHQ,"🌍 The Big Show with @BFBSCasey 📻
 
👉 IG LIVE - Update with @NatalyaPlatono who won #TheCircle &amp; currently taking on a challenge for #MentalHealthAwarenessWeek2022 
@CombatStress @Soldierscharity

👉 IG LIVE - @Tickets4Troops Evie Blades brings news of hot events this summer! https://t.co/ccOhPwvYnH","['TheCircle', 'MentalHealthAwarenessWeek2022']",set()
201,NEGATIVE,yasdontmiss,LMFAOOO Frank and Crissa know what roasts are?????! #TheCircle,['TheCircle'],"{'playeron', 'playerthr'}"
202,POSITIVE,AdoreMy_Essence,Yu Ling opening up to Frank and Crissa made me tear up a little bit. Even though we don’t know exactly what she has gone through in life she seems to be persevering with the best attitude. May GOD bless her. Amen. #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']","{'playertwo', 'playeron', 'playerthr'}"
203,POSITIVE,AdoreMy_Essence,I love that Rachel came into #TheCircle and brought a sense of calmness. She not only invited everyone to the meditation session but she also directed the energy of the day. If anyone woke up feeling grouchy I know they felt better after that breathing session #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
204,NEGATIVE,airporttaxizh,"Traffic jams and gridlocked traffic are constant annoyances on our motorways. But 176 kilometres?! Hardly imaginable! 😯

#factfriday #fact #traffic #airporttaxizh #zurichairport #thecircle #zurich https://t.co/P4GYaTMhSS","['factfriday', 'fact', 'traffic', 'airporttaxizh', 'zurichairport', 'thecircle', 'zurich']",set()
205,NEGATIVE,AdoreMy_Essence,"Right Bru! There’s suspicion that Carol is a catfish but “As long as I am number #1 to her, and she’s #1 to me, it doesn’t matter if she’s a trout, a bass, or a catfish.” FINALLY someone who gets it! #TheCircle #TheCircleNetflix","['1', '1', 'TheCircle', 'TheCircleNetflix']",{'playerfour'}
206,NEGATIVE,taynement,All these stupid changes on #thecircle. Why bring actual celebs and steal time from peoe who actually need the money. Ugh.,['thecircle'],set()
207,NEGATIVE,FailedHousewife,Does anyone else feel like they are in a #circlechat while doing voice to text messages. #TheCircle,"['circlechat', 'TheCircle']",set()
208,POSITIVE,_Oh_Bee,"Girl, this season of #TheCircle is a trip!",['TheCircle'],set()
209,NEGATIVE,clamydomona,"After 5 eps I'm not sure I enjoy the new season much. The people all seem kinda forgettable, not much fun catfish tension, no genuine relationships. Maybe the Spice Girls sucked up too much attention. 🤷‍♀️ Also very few blockings so far. #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playereight'}
210,NEGATIVE,CicKiz07,Ugh I'm over #TheCircle. I was soooo bored last season and now that Mel B is gone I'm over this season. She is so funny!,['TheCircle'],{'playereight'}
211,POSITIVE,Donna_L_Scott,"#TheCircle I was loving the circle chat between Frank, Crissa and Yi-Ling! 🥰",['TheCircle'],{'playerthr'}
212,NEGATIVE,Anzlicksurkitty,Dang my boss has to leave for the day &amp; I have nothing to watch on Netflix. Shouldn't of stayed up late to finish #TheCircle lol,['TheCircle'],set()
213,NEGATIVE,gh1tv,TREVOR AHH LETS GOOO #TheCircle,['TheCircle'],set()
214,NEGATIVE,BlackLotuss_,"No matter how many seasons there are of the circle, I'mma always root for everybody Black! 
#TheCircle https://t.co/M0JHNQL5bU",['TheCircle'],set()
215,NEGATIVE,BlackLotuss_,"Wait all the girls saying Alyssa is weird and fake. I haven't really paid attention to her so what's tea??? 
#TheCircle https://t.co/cxaIac87kO",['TheCircle'],{'playerf'}
216,NEGATIVE,clamydomona,Why are these people shocked that there are more catfish in #TheCircle? They just suspected everyone. Also still confused why they put so much stock in who is visited. Every video message has the same undertone of 'be careful who you trust'. 🙄 #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
217,POSITIVE,thisissaave,I’m genuinely so happy for @OfficialMelB! She along with her daughter are doing the damn thing in 2022! Girl power! ✌🏼 #TheCircleNetflix #TheCircle #SpiceGirls https://t.co/sIH7q6oayi,"['TheCircleNetflix', 'TheCircle', 'SpiceGirls']",{'playereight'}
218,NEGATIVE,tvukzone,"The shows featuring on this week's episode of #Gogglebox revealed - including #Heartstopper and #TheCircle. Full list:

https://t.co/PO7yLvJsNX","['Gogglebox', 'Heartstopper', 'TheCircle']",set()
219,NEGATIVE,Spalding_35,"Yu Ling &amp; Alyssa? fake!! #TheCircle
#TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playertwo'}
220,NEGATIVE,dystopianhoe,Oh fuckkk Alyssa’s gonna get blocked. There’s no way Bru isn’t choosing Carol.  #TheCircle,['TheCircle'],{'playersix'}
221,NEGATIVE,macbby90210,"SO HAPPY ABOUT TREVOR BEING IN #TheCircleNetflix #TheCircle my fav, so sad he couldn’t come in sooner","['TheCircleNetflix', 'TheCircle']",set()
222,POSITIVE,CalebHunton,As long as their loyal idc who’s on the other side of the screen…. Alyssa has a good attitude toward the catfish in the game.  #TheCircle,['TheCircle'],{'playerf'}
223,NEGATIVE,clamydomona,Alyssa will never finish that puzzle by dumping half of the pieces on the sofa. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playerf'}
224,POSITIVE,CalebHunton,The casting has been so good this season!  #TheCircle,['TheCircle'],set()
225,NEGATIVE,CalebHunton,The cruise director dude would so be first out for being so annoying if the game was face to face.  #TheCircle,['TheCircle'],set()
226,POSITIVE,CalebHunton,Trevor made a good choice of who to catfish as. #TheCircle,['TheCircle'],set()
227,NEGATIVE,CalebHunton,#TheCircle does a good job of making it seem like it’s not shot in the UK lol,['TheCircle'],set()
228,POSITIVE,CalebHunton,Trevor has a lot to live up too!  Hope he can do it. #TheCircle,['TheCircle'],set()
229,NEGATIVE,CalebHunton,Crissa had such a sad reaction to being blocked.  #TheCircle,['TheCircle'],{'playerthr'}
230,NEGATIVE,CalebHunton,"Carol is getting too cute, she shouldn’t be trying to do as much… just be the cute old lady.  #TheCircle",['TheCircle'],{'playerfour'}
231,POSITIVE,CalebHunton,"The sex talk I feel like was a smart move for Carol, really making people think she’s real by doing that.  #TheCircle",['TheCircle'],set()
232,NEGATIVE,CalebHunton,"#TheCircle should do more face to face blockings… they’re missing a lot of drama by not doing that,",['TheCircle'],set()
233,POSITIVE,CalebHunton,Bru did his roast a little to well I feel like!  #TheCircle,['TheCircle'],{'playersix'}
234,POSITIVE,CalebHunton,The roast game is always so much fun😂😂 #TheCircle,['TheCircle'],set()
235,POSITIVE,CalebHunton,I love that they got the real Trevor to play! #TheCircle,['TheCircle'],set()
236,NEGATIVE,clamydomona,"They could have let the Spice Girls visit everyone, that would have been fun. #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playereight'}
237,POSITIVE,clamydomona,"While the Spice Girls being in #TheCircle was fun, a whole episode of everyone just talking in circles 'who do you think it is' got on my nerves real fast. Just do a fucking celebrity special then, that was fun in the UK. #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playereight'}
238,POSITIVE,ps_xvxo,Kai deserves to win this #TheCircle,['TheCircle'],set()
239,NEGATIVE,clamydomona,I was a huge fan of stuff ten years ago and don't remember specifics anymore and they really wanted to know specifics in the Spice Girls quiz 🙄. They are really keeping up the paranoia this season and weakening any possible alliances. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playereight'}
240,NEGATIVE,clamydomona,Those are really very specific questions about the Spice Girls. Who knows that stuff? Most realistic would be Nathan's answer because they literally played that song so he'd at least know that's one of theirs and was on his mind. #TheCircle,['TheCircle'],{'playereight'}
241,NEGATIVE,soualindsay,I LOOOOVED THAT THE REAL KEVIN IS ON THE SHOW YAAAAAY #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
242,POSITIVE,_Nelleaux,"Frank’s in 1st place! 😭 Thank you, Jesus. I’ve been rooting for him from the jump, he’s such good vibes. 🙏🏽 As for Mel B and Emma joining #TheCircle… 11-year-old me is screaming. 😫 https://t.co/hHvueMQFxA",['TheCircle'],{'playereight'}
243,NEGATIVE,_Nelleaux,"This yoni chat among the girls is exposing “Momma Carol” a little. 😂 Jesus… I have never seen a man so uncomfortable saying the word “vagina”, too. 

#TheCircle",['TheCircle'],{'playerfour'}
244,NEGATIVE,_Nelleaux,"Crissa might not be buying into “Momma Carol’s” story, and that’s good because that shows she’s intuitive. That would help her get ahead in the game if she’s got a great personality to match. As for “Paul” only setting up a chat with the boys AFTER the ratings… 😑

#TheCircle",['TheCircle'],"{'playerseven', 'playerthr'}"
245,NEGATIVE,_Nelleaux,"The ratings always have me anxious 😬 I can’t have Frank or Crissa going home, chile… I will chew bricks. 💔 I’m okay with Parker going first, not Frank or Crissa. 

#TheCircle",['TheCircle'],"{'playeron', 'playerthr'}"
246,NEGATIVE,gardieon,i just want carol GONEEE or nathan #TheCircle,['TheCircle'],"{'playerfour', 'playerten'}"
247,NEGATIVE,Chan25888314,Ok does anyone else get emotional watching #TheCircleNetflix ? Like I literally always cry lmaoooo #thecircle,"['TheCircleNetflix', 'thecircle']",set()
248,NEGATIVE,_Nelleaux,"Yeah, I have a feeling that Parker will be the first one blocked from the circle because although she’s playing as her father her responses to #TheCircle Chat and the “Been there, Done that” game don’t correlate with who “Paul” seems to be. https://t.co/TG7rawegTP",['TheCircle'],{'playerseven'}
